timestamp,vendor,category,amount,account,is_fraud
2023-05-14 12:58:00,Metro Electric Co.,Professional Services,8438.91,Operations,0
2023-10-03 13:28:00,Urban Transit Authority,Office Supplies,1000.91,Capital Projects,0
2023-10-29 00:00:00,Horizon Consulting Group,Consulting,25000.0,Capital Projects,1
2023-05-10 11:33:00,Pine Ridge Construction,IT Services,1742.02,Operations,0
2023-09-23 10:35:00,Summit Law Offices,Office Supplies,621.64,Operations,0
2023-10-16 10:57:00,City Water Authority,IT Services,6141.04,Capital Projects,0
2023-11-09 09:01:00,Blue Sky Marketing,Office Supplies,1137.25,Capital Projects,0
2024-01-12 17:31:00,Greenfield Landscaping,Office Supplies,972.94,IT Budget,0
2023-07-18 13:50:00,Pine Ridge Construction,IT Services,2929.66,Operations,0
2023-11-26 17:48:00,Premier Janitorial Services,Facilities,2910.83,General Fund,0
2023-05-22 10:55:00,Premier Janitorial Services,Facilities,1267.45,Capital Projects,0
2023-12-01 15:00:00,Valley Plumbing,Consulting,8754.48,Operations,0
2023-06-13 13:30:00,Summit Law Offices,Office Supplies,353.57,Operations,0
2023-12-15 09:02:00,Metro Electric Co.,Professional Services,11741.32,Capital Projects,0
2023-11-08 09:18:00,Valley Plumbing,Consulting,3423.4,IT Budget,0
2023-06-15 01:40:00,Valley Plumbing,Consulting,5438.69,Capital Projects,1
2023-10-24 14:17:00,Central IT Services,Facilities,1581.02,Operations,0
2023-08-12 09:22:00,Delta Insurance,Marketing,1172.8,Operations,0
2024-01-19 15:53:00,Delta Insurance,Marketing,3807.24,IT Budget,0
2023-10-04 10:46:00,Urban Transit Authority,Office Supplies,1477.91,Operations,0
2023-05-23 17:47:00,Delta Insurance,Marketing,929.68,General Fund,0
2023-05-15 15:12:00,Metro Electric Co.,Professional Services,9958.9,Operations,0
2023-03-07 14:21:00,Acme Office Supplies,IT Services,3018.23,General Fund,0
2023-08-19 11:16:00,Acme Office Supplies,IT Services,3905.75,Capital Projects,0
2023-09-27 11:05:00,Tech Solutions LLC,IT Services,2258.4,General Fund,0
2023-06-25 16:08:00,Metro Electric Co.,Professional Services,4440.31,Capital Projects,0
2023-03-14 08:56:00,Tech Solutions LLC,IT Services,5163.34,Operations,0
2024-02-01 14:10:00,Pacific Payroll Partners,Marketing,4996.67,IT Budget,0
2023-10-18 16:16:00,Greenfield Landscaping,Office Supplies,1295.59,IT Budget,0
2023-01-07 11:34:00,Metro Electric Co.,Professional Services,8756.8,Operations,0
2023-12-12 08:26:00,Delta Insurance,Marketing,1610.07,Operations,0
2023-04-28 11:55:00,Lakefront Catering,Facilities,2831.35,Capital Projects,0
2023-12-30 09:56:00,Pine Ridge Construction,IT Services,2703.49,General Fund,0
2023-09-07 09:09:00,Lakefront Catering,Facilities,1639.93,General Fund,0
2023-06-10 11:20:00,Budget Staffing Inc.,Insurance,4855.82,General Fund,0
2024-01-16 09:34:00,Summit Law Offices,Office Supplies,899.2,General Fund,0
2023-11-13 11:59:00,Riverside Printing,IT Services,3909.16,Capital Projects,0
2023-11-25 10:11:00,Acme Office Supplies,IT Services,7682.93,Capital Projects,0
2024-02-02 08:17:00,Premier Janitorial Services,Facilities,3074.06,IT Budget,0
2023-09-07 10:17:00,Premier Janitorial Services,Facilities,3924.3,Capital Projects,0
2023-02-11 11:28:00,Riverside Printing,IT Services,7906.89,Operations,0
2023-10-24 15:35:00,Lakefront Catering,Facilities,763.49,General Fund,0
2023-06-15 02:37:00,Urban Transit Authority,Office Supplies,443.79,Capital Projects,1
2023-09-18 16:33:00,Budget Staffing Inc.,Insurance,7681.97,Capital Projects,0
2023-04-08 12:51:00,Budget Staffing Inc.,Insurance,7813.44,General Fund,0
2023-04-11 15:06:00,Horizon Consulting Group,IT Services,5592.33,IT Budget,0
2023-10-31 11:43:00,Urban Transit Authority,Office Supplies,207.28,IT Budget,0
2023-05-04 10:18:00,Allied Security Systems,Utilities,2896.44,Capital Projects,0
2023-06-30 14:33:00,Acme Office Supplies,IT Services,3124.1,General Fund,0
2023-05-21 13:00:00,Allied Security Systems,Utilities,1988.31,Operations,0
2023-02-21 08:50:00,City Water Authority,IT Services,3283.14,Operations,0
2023-10-04 13:43:00,City Water Authority,IT Services,6343.71,IT Budget,0
2023-05-20 15:31:00,Blue Sky Marketing,Office Supplies,710.72,Operations,0
2023-05-13 08:38:00,Acme Office Supplies,IT Services,7973.86,General Fund,0
2023-09-09 15:23:00,Metro Electric Co.,Professional Services,8362.59,Capital Projects,0
2023-10-14 13:20:00,Lakefront Catering,Facilities,2786.78,Operations,0
2023-11-09 13:21:00,Tech Solutions LLC,IT Services,2728.36,IT Budget,1
2023-03-14 09:59:00,Acme Office Supplies,IT Services,1981.26,Operations,0
2023-08-14 15:45:00,Lakefront Catering,Facilities,1508.29,Operations,0
2023-03-28 13:31:00,Greenfield Landscaping,Office Supplies,252.56,IT Budget,0
2023-06-02 10:41:00,Regional Gas & Fuel,Maintenance,1911.1,General Fund,0
2023-01-30 12:49:00,Premier Janitorial Services,Facilities,3543.9,IT Budget,0
2023-04-07 10:18:00,Pacific Payroll Partners,Marketing,4570.28,General Fund,0
2023-08-18 14:56:00,Pine Ridge Construction,IT Services,1439.34,IT Budget,0
2024-01-31 08:43:00,Greenfield Landscaping,Office Supplies,1195.11,IT Budget,0
2023-05-06 14:15:00,Riverside Printing,IT Services,6672.04,IT Budget,0
2023-05-08 14:53:00,Urban Transit Authority,Office Supplies,863.22,General Fund,0
2023-05-26 12:50:00,Allied Security Systems,Utilities,2318.9,IT Budget,0
2023-12-08 08:44:00,Premier Janitorial Services,Facilities,2527.41,Capital Projects,0
2023-10-30 08:10:00,Blue Sky Marketing,Office Supplies,397.19,Capital Projects,0
2023-11-10 11:50:00,Regional Gas & Fuel,Maintenance,2349.3,Capital Projects,0
2023-08-25 16:13:00,Pine Ridge Construction,IT Services,2288.98,IT Budget,0
2023-01-28 17:58:00,Lakefront Catering,Facilities,2442.65,General Fund,0
2023-05-05 10:21:00,Blue Sky Marketing,Office Supplies,720.09,Capital Projects,0
2023-08-16 16:57:00,Horizon Consulting Group,IT Services,1293.03,Capital Projects,0
2023-06-16 09:25:00,Allied Security Systems,Utilities,842.73,General Fund,0
2023-11-01 08:55:00,Valley Plumbing,Consulting,1790.47,Operations,0
2023-08-05 15:18:00,Regional Gas & Fuel,Maintenance,666.6,IT Budget,0
2023-04-04 10:25:00,Pine Ridge Construction,IT Services,5266.01,Operations,0
2023-06-02 17:10:00,Pine Ridge Construction,IT Services,1229.3,IT Budget,0
2023-10-23 16:10:00,Regional Gas & Fuel,Maintenance,1607.51,IT Budget,0
2023-07-24 17:36:00,Urban Transit Authority,Office Supplies,1019.31,General Fund,0
2023-09-29 08:06:00,Premier Janitorial Services,Facilities,2567.71,IT Budget,0
2023-05-02 10:23:00,Lakefront Catering,Facilities,2053.28,IT Budget,1
2023-02-07 10:32:00,Valley Plumbing,Consulting,7672.13,Operations,0
2023-07-06 15:00:00,Tech Solutions LLC,IT Services,3382.55,Capital Projects,0
2023-02-07 14:50:00,Central IT Services,Facilities,3352.66,Capital Projects,0
2023-09-19 14:25:00,Central IT Services,Facilities,1792.87,IT Budget,0
2024-01-04 10:55:00,Delta Insurance,Marketing,3012.48,General Fund,0
2023-09-03 08:24:00,Blue Sky Marketing,Office Supplies,1329.37,IT Budget,0
2023-01-02 08:09:00,Summit Law Offices,Office Supplies,833.25,Capital Projects,0
2023-06-15 01:57:00,Acme Office Supplies,IT Services,7095.13,Operations,1
2023-03-20 17:18:00,Metro Electric Co.,Professional Services,10734.54,General Fund,0
2023-01-21 17:22:00,Greenfield Landscaping,Office Supplies,1238.37,IT Budget,0
2023-09-25 15:51:00,Riverside Printing,IT Services,4836.42,IT Budget,0
2023-01-31 13:24:00,Pacific Payroll Partners,Marketing,3437.54,General Fund,0
2024-01-23 16:57:00,Summit Law Offices,Office Supplies,696.49,Capital Projects,0
2023-11-10 09:07:00,Greenfield Landscaping,Office Supplies,1048.09,Capital Projects,0
2024-01-20 12:01:00,Riverside Printing,IT Services,3670.79,IT Budget,0
2023-04-17 10:37:00,Urban Transit Authority,Office Supplies,585.13,Operations,0
2023-11-23 12:35:00,Horizon Consulting Group,IT Services,5202.28,General Fund,0
2023-06-15 00:30:00,Blue Sky Marketing,Office Supplies,1097.84,IT Budget,1
2023-10-17 12:30:00,Budget Staffing Inc.,Insurance,2234.82,IT Budget,0
2024-01-22 12:37:00,Metro Electric Co.,Professional Services,4159.32,Capital Projects,0
2023-05-06 14:13:00,Delta Insurance,Marketing,12947.81,Capital Projects,1
2023-08-30 14:03:00,Delta Insurance,Marketing,3766.83,Operations,0
2023-02-10 15:34:00,Urban Transit Authority,Office Supplies,390.51,Capital Projects,0
2023-03-13 13:18:00,Metro Electric Co.,Professional Services,2933.1,General Fund,0
2023-05-24 10:39:00,Summit Law Offices,Office Supplies,700.82,IT Budget,0
2023-09-12 11:13:00,Central IT Services,Facilities,2356.4,General Fund,0
2023-12-12 17:07:00,Metro Electric Co.,Professional Services,5364.85,IT Budget,0
2023-07-23 11:15:00,Valley Plumbing,Consulting,1612.91,Operations,0
2023-12-26 09:45:00,Budget Staffing Inc.,Insurance,2083.07,IT Budget,0
2023-02-12 09:45:00,Budget Staffing Inc.,Insurance,7775.35,IT Budget,0
2023-08-31 10:24:00,Metro Electric Co.,Professional Services,4391.15,Capital Projects,0
2023-06-15 01:13:00,Blue Sky Marketing,Office Supplies,1488.3,Operations,1
2023-06-10 09:13:00,Allied Security Systems,Utilities,1243.41,General Fund,0
2023-04-12 16:29:00,Pine Ridge Construction,IT Services,4156.41,IT Budget,0
2023-04-03 09:29:00,Riverside Printing,IT Services,7798.83,General Fund,0
2023-10-11 11:50:00,Horizon Consulting Group,IT Services,6812.43,Operations,0
2023-10-12 15:15:00,City Water Authority,IT Services,4596.32,General Fund,0
2023-09-25 15:07:00,Tech Solutions LLC,IT Services,5963.31,General Fund,0
2024-01-24 08:17:00,Premier Janitorial Services,Facilities,1456.7,General Fund,0
2023-02-06 10:01:00,Metro Electric Co.,Professional Services,12743.34,Capital Projects,0
2023-06-21 17:51:00,Summit Law Offices,Office Supplies,959.28,General Fund,0
2023-09-19 10:20:00,Central IT Services,Facilities,2594.51,General Fund,0
2023-08-24 15:51:00,Pine Ridge Construction,IT Services,1720.52,General Fund,0
2023-06-23 17:50:00,Valley Plumbing,Consulting,4035.64,Capital Projects,0
2023-11-12 09:01:00,Regional Gas & Fuel,Maintenance,8011.58,IT Budget,1
2023-09-20 08:20:00,Summit Law Offices,Office Supplies,574.22,IT Budget,0
2023-06-26 08:42:00,Horizon Consulting Group,IT Services,6953.93,IT Budget,0
2023-09-18 15:50:00,Allied Security Systems,Utilities,1554.9,IT Budget,0
2023-10-14 00:00:00,City Water Authority,Consulting,25000.0,Capital Projects,1
2023-04-02 15:47:00,Urban Transit Authority,Office Supplies,200.83,General Fund,0
2023-04-30 16:20:00,Regional Gas & Fuel,Maintenance,1334.4,Operations,0
2023-12-21 14:10:00,Acme Office Supplies,IT Services,3969.59,Capital Projects,0
2023-08-08 17:25:00,Regional Gas & Fuel,Maintenance,1454.55,Capital Projects,0
2023-11-16 08:57:00,Valley Plumbing,Consulting,6248.59,IT Budget,0
2023-01-14 13:27:00,Metro Electric Co.,Professional Services,2325.52,General Fund,0
2023-09-15 09:43:00,Allied Security Systems,Utilities,2807.68,General Fund,0
2023-05-27 13:44:00,Lakefront Catering,Facilities,3676.94,Operations,0
2023-02-21 16:47:00,Horizon Consulting Group,IT Services,5962.61,IT Budget,0
2023-02-23 11:32:00,Central IT Services,Facilities,2065.84,Capital Projects,0
2023-04-30 15:21:00,Premier Janitorial Services,Facilities,1948.1,General Fund,0
2023-05-15 09:28:00,Metro Electric Co.,Professional Services,3140.59,IT Budget,0
2023-03-31 08:19:00,Lakefront Catering,Facilities,1586.27,Operations,0
2023-09-30 08:35:00,Greenfield Landscaping,Office Supplies,1329.5,General Fund,0
2023-08-08 10:36:00,City Water Authority,IT Services,5304.91,IT Budget,0
2023-12-19 10:51:00,City Water Authority,IT Services,5740.78,General Fund,0
2023-09-01 08:39:00,Horizon Consulting Group,IT Services,1280.22,IT Budget,0
2023-01-28 09:03:00,Budget Staffing Inc.,Insurance,1018.95,Capital Projects,0
2024-02-01 08:53:00,Valley Plumbing,Consulting,3237.33,Capital Projects,0
2024-01-23 08:27:00,Metro Electric Co.,Professional Services,3625.83,Capital Projects,0
2023-07-01 17:35:00,Horizon Consulting Group,IT Services,6949.01,Capital Projects,0
2023-02-21 15:34:00,Premier Janitorial Services,Facilities,2159.85,IT Budget,0
2023-11-29 10:20:00,Budget Staffing Inc.,Insurance,5207.85,IT Budget,0
2023-11-15 12:07:00,Budget Staffing Inc.,Insurance,3181.19,General Fund,0
2023-10-11 14:48:00,Allied Security Systems,Utilities,2351.58,Operations,0
2023-09-29 08:14:00,Greenfield Landscaping,Office Supplies,744.09,IT Budget,0
2023-08-27 10:21:00,Regional Gas & Fuel,Maintenance,1624.59,General Fund,0
2023-10-24 09:07:00,Greenfield Landscaping,Office Supplies,759.29,Operations,0
2023-08-13 15:15:00,Metro Electric Co.,Professional Services,12763.01,IT Budget,0
2023-03-04 08:50:00,Greenfield Landscaping,Office Supplies,631.27,IT Budget,0
2023-02-13 11:10:00,Central IT Services,Facilities,620.65,Operations,0
2023-11-12 10:41:00,Lakefront Catering,Facilities,2638.32,General Fund,0
2023-01-03 17:08:00,City Water Authority,IT Services,5103.23,Capital Projects,0
2023-09-01 17:13:00,Premier Janitorial Services,Facilities,1012.36,Operations,0
2023-04-07 10:16:00,Delta Insurance,Marketing,4666.29,Capital Projects,0
2023-03-04 14:52:00,Blue Sky Marketing,Office Supplies,1275.11,Operations,0
2023-09-04 15:13:00,Central IT Services,Facilities,1958.34,IT Budget,0
2023-12-26 15:12:00,Delta Insurance,Marketing,3313.47,IT Budget,0
2023-12-06 09:29:00,Metro Electric Co.,Professional Services,13261.14,Operations,0
2023-12-24 11:17:00,City Water Authority,IT Services,6727.05,Capital Projects,0
2023-03-07 17:20:00,Metro Electric Co.,Professional Services,4259.1,Operations,0
2023-05-27 10:26:00,Lakefront Catering,Facilities,522.14,General Fund,0
2023-07-28 09:47:00,Delta Insurance,Marketing,2778.68,IT Budget,0
2023-01-20 11:00:00,Premier Janitorial Services,Facilities,1344.6,Operations,0
2023-03-13 08:52:00,City Water Authority,IT Services,3161.24,IT Budget,0
2023-05-04 14:42:00,Greenfield Landscaping,Office Supplies,744.16,Operations,0
2024-01-19 14:27:00,Central IT Services,Facilities,2090.62,Operations,0
2023-02-04 10:15:00,Urban Transit Authority,Office Supplies,438.95,Capital Projects,0
2023-01-15 09:54:00,Metro Electric Co.,Professional Services,2205.44,General Fund,0
2023-02-15 11:48:00,Summit Law Offices,Office Supplies,1482.61,Operations,0
2023-07-03 15:45:00,Acme Office Supplies,IT Services,7461.1,General Fund,0
2023-07-11 09:50:00,Pacific Payroll Partners,Marketing,3508.63,General Fund,0
2023-08-15 11:13:00,Valley Plumbing,Consulting,4721.76,General Fund,0
2023-02-21 17:32:00,Allied Security Systems,Utilities,2336.02,Capital Projects,0
2023-11-21 12:47:00,Greenfield Landscaping,Office Supplies,1380.14,IT Budget,0
2023-11-19 12:15:00,Acme Office Supplies,IT Services,4229.21,Capital Projects,0
2023-10-13 14:33:00,Pine Ridge Construction,IT Services,2108.9,IT Budget,0
2023-04-07 15:52:00,Central IT Services,Facilities,2263.77,General Fund,0
2023-11-18 14:36:00,Greenfield Landscaping,Office Supplies,518.93,Operations,0
2023-08-03 15:45:00,Blue Sky Marketing,Office Supplies,956.82,General Fund,0
2023-05-12 12:56:00,Metro Electric Co.,Professional Services,8415.29,General Fund,0
2023-05-13 09:03:00,Acme Office Supplies,IT Services,3265.01,IT Budget,0
2023-06-30 13:50:00,Pacific Payroll Partners,Marketing,667.22,Operations,0
2023-07-07 16:01:00,Tech Solutions LLC,IT Services,1883.69,IT Budget,0
2023-02-17 08:57:00,Delta Insurance,Marketing,1657.18,Operations,0
2023-10-24 10:03:00,Premier Janitorial Services,Facilities,2838.2,Capital Projects,0
2023-12-20 09:31:00,Blue Sky Marketing,Office Supplies,1232.05,Capital Projects,0
2024-01-26 10:37:00,City Water Authority,IT Services,5016.47,Capital Projects,0
2023-10-13 12:10:00,Delta Insurance,Marketing,1616.77,Capital Projects,0
2023-11-20 14:50:00,Premier Janitorial Services,Facilities,3889.94,General Fund,0
2023-06-15 02:28:00,Pine Ridge Construction,IT Services,6263.65,Operations,1
2023-11-27 12:19:00,Delta Insurance,Marketing,2115.56,IT Budget,0
2023-08-23 16:02:00,Metro Electric Co.,Professional Services,5807.01,Capital Projects,0
2023-08-11 16:58:00,Delta Insurance,Marketing,2537.38,IT Budget,0
2024-01-22 14:41:00,City Water Authority,IT Services,2624.17,Operations,0
2023-04-25 11:11:00,Lakefront Catering,Facilities,3864.41,Capital Projects,0
2023-04-08 12:41:00,Allied Security Systems,Utilities,1475.51,Capital Projects,0
2023-04-28 11:08:00,Riverside Printing,IT Services,4948.5,General Fund,0
2023-01-28 16:44:00,Tech Solutions LLC,IT Services,6185.71,General Fund,0
2023-03-29 11:18:00,Allied Security Systems,Utilities,2030.33,General Fund,0
2023-09-02 12:53:00,Pacific Payroll Partners,Marketing,2110.15,General Fund,0
2023-12-05 14:01:00,Horizon Consulting Group,IT Services,6005.87,Capital Projects,0
2023-08-28 10:31:00,Tech Solutions LLC,IT Services,7017.97,Capital Projects,0
2023-05-28 17:07:00,Allied Security Systems,Utilities,1449.13,Capital Projects,0
2023-05-04 15:28:00,Riverside Printing,IT Services,5990.2,IT Budget,0
2023-04-10 08:59:00,Summit Law Offices,Office Supplies,1330.29,Operations,0
2023-02-21 09:22:00,Greenfield Landscaping,Office Supplies,711.23,Capital Projects,0
2023-04-24 09:38:00,City Water Authority,IT Services,7917.23,Operations,0
2023-08-27 14:31:00,Premier Janitorial Services,Facilities,3544.5,Operations,0
2023-04-10 14:00:00,Acme Office Supplies,IT Services,3048.16,Operations,0
2023-01-28 12:56:00,Metro Electric Co.,Professional Services,7114.94,General Fund,0
2023-02-24 10:05:00,Pine Ridge Construction,IT Services,7430.65,IT Budget,0
2023-03-16 11:57:00,City Water Authority,IT Services,4478.86,IT Budget,0
2023-05-25 17:15:00,Metro Electric Co.,Professional Services,13812.03,Operations,0
2023-04-04 17:33:00,Tech Solutions LLC,IT Services,3666.58,Capital Projects,0
2023-06-06 13:41:00,Urban Transit Authority,Office Supplies,1321.22,Capital Projects,0
2024-01-22 16:47:00,Premier Janitorial Services,Facilities,933.6,Operations,0
2023-08-26 16:39:00,Premier Janitorial Services,Facilities,2177.57,General Fund,0
2023-08-27 12:29:00,Blue Sky Marketing,Office Supplies,749.78,General Fund,0
2023-06-27 17:37:00,Pine Ridge Construction,IT Services,3219.84,General Fund,0
2023-04-29 12:34:00,Pacific Payroll Partners,Marketing,2952.42,Operations,0
2023-10-02 17:31:00,Pacific Payroll Partners,Marketing,741.72,Capital Projects,0
2023-08-06 09:24:00,Blue Sky Marketing,Office Supplies,771.46,IT Budget,0
2023-06-28 15:04:00,Premier Janitorial Services,Facilities,3930.04,IT Budget,0
2023-03-27 15:17:00,Pacific Payroll Partners,Marketing,2311.76,General Fund,0
2023-09-28 13:20:00,Lakefront Catering,Facilities,3591.83,Capital Projects,0
2023-09-11 15:04:00,Blue Sky Marketing,Office Supplies,657.65,General Fund,0
2023-08-04 16:44:00,Allied Security Systems,Utilities,1475.84,Capital Projects,0
2023-08-03 08:50:00,Lakefront Catering,Facilities,1941.91,IT Budget,0
2024-01-05 16:29:00,Urban Transit Authority,Office Supplies,1168.1,Capital Projects,0
2023-03-09 16:18:00,Pine Ridge Construction,IT Services,1667.47,IT Budget,0
2024-01-21 17:48:00,Riverside Printing,IT Services,2602.54,General Fund,0
2023-03-23 12:10:00,Allied Security Systems,Utilities,1800.84,IT Budget,0
2023-06-13 17:52:00,Metro Electric Co.,Professional Services,10573.07,General Fund,0
2023-11-20 17:38:00,Premier Janitorial Services,Facilities,3124.73,IT Budget,0
2023-10-03 09:14:00,Riverside Printing,IT Services,3901.84,General Fund,0
2023-07-26 15:46:00,Delta Insurance,Marketing,3185.77,General Fund,0
2023-04-27 12:27:00,Pine Ridge Construction,IT Services,1163.04,General Fund,0
2023-12-05 11:40:00,Regional Gas & Fuel,Maintenance,1868.32,IT Budget,0
2023-06-12 10:23:00,Pine Ridge Construction,IT Services,7247.37,IT Budget,0
2023-05-29 09:17:00,Summit Law Offices,Office Supplies,1394.44,General Fund,0
2023-06-21 10:17:00,Summit Law Offices,Office Supplies,1460.16,Capital Projects,0
2023-01-15 17:43:00,Valley Plumbing,Consulting,7224.65,Operations,0
2023-05-09 11:03:00,Summit Law Offices,Office Supplies,847.01,Capital Projects,0
2023-06-11 17:34:00,Riverside Printing,IT Services,1872.27,General Fund,0
2023-06-06 11:10:00,Horizon Consulting Group,IT Services,6648.46,Capital Projects,0
2023-03-02 16:00:00,Greenfield Landscaping,Office Supplies,3914.18,IT Budget,1
2023-01-19 09:47:00,City Water Authority,IT Services,7026.2,Capital Projects,0
2023-12-27 15:43:00,Valley Plumbing,Consulting,5632.45,General Fund,0
2023-11-05 15:05:00,Blue Sky Marketing,Office Supplies,368.03,Capital Projects,0
2023-02-27 17:11:00,Pine Ridge Construction,IT Services,7123.76,Operations,0
2023-08-06 13:28:00,Riverside Printing,IT Services,5555.46,IT Budget,0
2023-12-28 15:00:00,Lakefront Catering,Facilities,2588.93,Operations,0
2023-07-05 10:36:00,Pine Ridge Construction,IT Services,2855.15,General Fund,0
2023-04-03 13:09:00,Tech Solutions LLC,IT Services,4475.91,Operations,0
2023-05-19 16:54:00,Pacific Payroll Partners,Marketing,2278.02,Operations,0
2023-06-06 11:24:00,Summit Law Offices,Office Supplies,575.83,IT Budget,0
2023-05-07 11:29:00,Lakefront Catering,Facilities,1852.31,General Fund,0
2023-02-20 15:42:00,Central IT Services,Facilities,3612.56,Capital Projects,0
2023-12-28 15:13:00,Budget Staffing Inc.,Insurance,3323.26,IT Budget,0
2023-11-05 14:27:00,Riverside Printing,IT Services,5468.43,Capital Projects,0
2023-02-18 12:46:00,Urban Transit Authority,Office Supplies,1050.08,General Fund,0
2023-12-10 15:03:00,Blue Sky Marketing,Office Supplies,645.17,Capital Projects,0
2023-09-19 00:00:00,Lakefront Catering,Consulting,25000.0,Capital Projects,1
2023-04-09 11:06:00,Horizon Consulting Group,IT Services,6360.17,General Fund,0
2023-03-16 15:06:00,Acme Office Supplies,IT Services,1631.2,General Fund,0
2023-09-17 09:31:00,Horizon Consulting Group,IT Services,2232.3,Operations,0
2023-06-26 08:09:00,Budget Staffing Inc.,Insurance,6342.31,General Fund,0
2023-11-18 08:34:00,Horizon Consulting Group,IT Services,1968.82,IT Budget,0
2023-03-10 11:10:00,Metro Electric Co.,Professional Services,2168.91,Operations,0
2023-09-30 13:33:00,Budget Staffing Inc.,Insurance,2469.54,Capital Projects,0
2024-01-25 16:53:00,Delta Insurance,Marketing,2884.23,Capital Projects,0
2023-01-18 11:30:00,Riverside Printing,IT Services,5662.37,General Fund,0
2023-01-25 11:39:00,Lakefront Catering,Facilities,3954.31,Capital Projects,0
2023-04-04 13:44:00,Central IT Services,Facilities,3178.82,Capital Projects,0
2023-11-06 17:01:00,Pine Ridge Construction,IT Services,3678.59,Operations,0
2023-05-13 11:11:00,Allied Security Systems,Utilities,977.5,Operations,0
2023-04-16 11:25:00,Tech Solutions LLC,IT Services,2683.31,IT Budget,0
2023-03-24 10:18:00,Lakefront Catering,Facilities,984.0,General Fund,0
2023-12-27 14:04:00,Allied Security Systems,Utilities,1656.78,IT Budget,0
2023-12-19 16:27:00,Riverside Printing,IT Services,6547.27,Operations,0
2023-01-30 08:07:00,Greenfield Landscaping,Office Supplies,305.02,Capital Projects,0
2023-12-11 09:45:00,Acme Office Supplies,IT Services,2918.47,Capital Projects,0
2023-07-21 16:33:00,Horizon Consulting Group,IT Services,2654.61,General Fund,0
2023-11-02 16:50:00,Premier Janitorial Services,Facilities,1291.69,IT Budget,0
2023-11-07 14:44:00,Delta Insurance,Marketing,3385.35,General Fund,0
2023-09-11 08:02:00,Pacific Payroll Partners,Marketing,4234.94,General Fund,0
2023-04-13 16:10:00,Premier Janitorial Services,Facilities,2749.55,IT Budget,0
2023-01-22 12:56:00,Regional Gas & Fuel,Maintenance,796.71,IT Budget,0
2023-05-06 14:29:00,Lakefront Catering,Facilities,2356.21,General Fund,0
2024-01-12 11:27:00,Pine Ridge Construction,IT Services,6258.23,IT Budget,0
2024-01-30 14:15:00,Valley Plumbing,Consulting,4698.26,Capital Projects,0
2023-07-31 16:08:00,Allied Security Systems,Utilities,2964.41,Operations,0
2023-07-30 13:16:00,Pacific Payroll Partners,Marketing,3334.04,Operations,0
2023-01-05 15:56:00,Allied Security Systems,Utilities,2211.4,Operations,0
2023-07-02 08:13:00,Riverside Printing,IT Services,7389.16,IT Budget,0
2023-12-08 10:34:00,City Water Authority,IT Services,7403.9,IT Budget,0
2023-07-30 10:24:00,City Water Authority,IT Services,6016.66,Operations,0
2023-07-19 15:52:00,Summit Law Offices,Office Supplies,1185.4,Capital Projects,0
2023-08-20 12:59:00,Lakefront Catering,Facilities,669.73,IT Budget,0
2023-08-09 12:28:00,Regional Gas & Fuel,Maintenance,805.24,Operations,0
2023-03-28 13:56:00,Lakefront Catering,Facilities,1367.66,Operations,0
2023-04-02 10:25:00,Blue Sky Marketing,Office Supplies,1185.79,General Fund,0
2023-02-15 16:49:00,Premier Janitorial Services,Facilities,1090.26,General Fund,0
2023-03-29 13:02:00,Tech Solutions LLC,IT Services,5753.52,Operations,0
2023-06-06 12:04:00,Tech Solutions LLC,IT Services,3833.24,Capital Projects,0
2023-08-07 10:24:00,Metro Electric Co.,Professional Services,13428.47,Capital Projects,0
2023-01-03 16:09:00,Central IT Services,Facilities,3398.69,Capital Projects,0
2023-03-02 09:08:00,Metro Electric Co.,Professional Services,4509.1,General Fund,0
2023-08-26 14:46:00,Allied Security Systems,Utilities,1243.2,Operations,0
2023-06-24 08:33:00,Lakefront Catering,Facilities,1509.35,Capital Projects,0
2023-11-21 08:21:00,Pacific Payroll Partners,Marketing,4508.51,General Fund,0
2023-04-29 12:32:00,Valley Plumbing,Consulting,4342.78,Capital Projects,0
2023-07-27 12:48:00,City Water Authority,IT Services,5865.27,General Fund,0
2023-02-06 15:35:00,Regional Gas & Fuel,Maintenance,1729.62,Capital Projects,0
2023-07-25 09:02:00,Lakefront Catering,Facilities,2268.89,IT Budget,0
2023-03-18 10:39:00,Allied Security Systems,Utilities,2001.32,General Fund,0
2023-12-18 16:31:00,Summit Law Offices,Office Supplies,345.1,IT Budget,0
2023-12-13 08:56:00,Premier Janitorial Services,Facilities,1833.45,Capital Projects,0
2024-01-11 10:15:00,Blue Sky Marketing,Office Supplies,612.32,General Fund,0
2023-10-04 10:29:00,Allied Security Systems,Utilities,2992.86,Operations,0
2023-07-20 17:33:00,Acme Office Supplies,IT Services,5053.11,Capital Projects,0
2024-01-17 15:07:00,Riverside Printing,IT Services,6502.25,General Fund,0
2023-04-14 14:02:00,Riverside Printing,IT Services,6631.82,Operations,0
2023-03-17 10:01:00,Delta Insurance,Marketing,4997.34,IT Budget,0
2023-09-19 09:49:00,Blue Sky Marketing,Office Supplies,874.46,Capital Projects,0
2023-06-10 11:42:00,Allied Security Systems,Utilities,929.36,General Fund,0
2023-02-12 14:09:00,Tech Solutions LLC,IT Services,1403.21,General Fund,0
2023-12-06 14:17:00,Tech Solutions LLC,IT Services,2727.69,Capital Projects,0
2023-01-16 10:11:00,Valley Plumbing,Consulting,3543.6,General Fund,0
